Goods Order Line,Line,Item,Item Description,Commodity Code,Spend Category,Supplier Item Identifier,Tax,Tax Recoverability,Tax Option,Quantity,Unit of Measure,Unit Cost,Extended Amount,Due Date,Lead Time,Retention,Down Payment,Prepaid,Deliver-To,Ship-To Address,Ship-To Contact,Requester,Item Identifiers,Cart Details,Memo,Business Document Lines,Grant,Project Phase,Designation,Gift,*Cost Center,*Additional Worktags,Splits
PO00008131 - Line 1,1,,Clarkson Potter Papercuts: A Party Game for The Rude and Well-Read (A Card Game for Book Lovers),100000090 - Books,SC090 Books,0593236467,US Sales Tax,,,"1

0

0",Each,8.99,8.99,,,,,,"Oakland > OAK-Olin Library > Olin Library, First Floor > Olin Library, Room 148","5000 MacArthur Boulevard
Oakland, CA 94613
United States of America",Eleanor Davis,Eleanor Davis,,"CartName : 759659961,CommodityCode : 100000090,ExternalSupplierID : Z00288862,ItemType : Good,Packaging : EA,ProductType : Punchout,RequisitionID : 206505316,RequisitionLineID : 759659961,SupplierID : 126526,SystemInfo : Req206505316-759659961,UniqueName : 002333989",Interested User: Matthew Hurley 002339619 Notify Only,RQ00008605,,,,GF1682 Flora Elizabeth Reynolds Book Fund,CC135 Oakland Library,"Function: Libraries,Fund: 19 UR Gift & Endowment Payout & Spend,Region: Oakland",0
