Title,Type / Creator / Imprint,Barcode,Inventory Number,Receiving Number,Library,Library Unit,Temporary Library,Creation Date,Modification Date,Process type,To Library,Expected Arrival Time,At Library,At,On Hold Expiration Date,Due Date,Needed By,Until,Permanent Location,Temporary Location,Call Number,Call Number Type,Accession Number,Temporary Call Number,Temporary Call Number Type,Item call number,Item call number type,Status,RFID Security Status,Due back,Item Policy,Temporary Item Policy,Material Type,Copy ID,Description,Orders,Requests,Peer Reviewed,Item ID,Holdings ID,MMS ID
Neighbors; the social contract in a Castilian hamlet.,"Book By Freeman, Susan Tax. (Chicago, University of Chicago Press [1970])",33086000662189,,,F.W. Olin Library,,,08/08/2022 20:21:30 ,08/08/2022 20:21:30 ,,,,,,,,,,Non-Fiction,,309.14635 F855n,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406009420001401,22406009480001401,9952175217201401
The study of an Italian village. [By] A. L. Maraspini.,"Book By Maraspini, A. L. (Paris, The Hague, Mouton, 1968 [1969])",33086000662148,,,F.W. Olin Library,,,08/08/2022 20:21:23 ,08/08/2022 20:21:23 ,,,,,,,,,,Non-Fiction,,309.1457 M311s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406013510001401,22406013620001401,9952175217801401
Montevarese. A study of peasant society and culture in Southern Italy.,"Book By Brøgger, Jan. (Bergen, Universitetsforlaget, 1971.)",33086000662122,,,F.W. Olin Library,,,08/08/2022 20:21:18 ,08/08/2022 20:21:18 ,,,,,,,,,,Non-Fiction,,309.1457 B865m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406015750001401,22406015940001401,9952175218201401
"Villages in Indonesia, edited by Koentjaraningrat.","Book By Koentjaraningrat, (Ithaca, N.Y., Cornell University Press [1967])",33086000675876,,,F.W. Olin Library,,,08/08/2022 20:56:17 ,08/08/2022 20:56:17 ,,,,,,,,,,Non-Fiction,,309.191 K78v,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406156110001401,22406156250001401,9952175633901401
"Caste in modern India, and other essays.","Book By Srinivas, Mysore Narasimhachar. (Bombay, New York, Asia Pub House [1962])",33086000666222,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,309.154 S774c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406156910001401,22406158150001401,9952175360001401
"Caste in modern India, and other essays.","Book By Srinivas, Mysore Narasimhachar. (Bombay, New York, Asia Pub House [1962])",33086000666230,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,309.154 S774c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,2,[copy 2],0,0,,23406157070001401,22406158150001401,9952175360001401
"Benevolent institutions 1904 / Department of Commerce and Labor, Bureau of the Census.","Book By United States. Bureau of the Census. (Washington : Govt Print Off, 1905.)",33086000678532,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,317.3 U58cbe,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406157810001401,22406157930001401,9952175638701401
"Length of life; a study of the life table, by Louis I. Dublin, Alfred J. Lotka [and] Mortimer Spiegelman.","Book By Dublin, Louis I. (New York, Ronald Press Co [1949])",33086000676791,,,F.W. Olin Library,,,08/08/2022 20:56:14 ,08/08/2022 20:56:14 ,,,,,,,,,,Non-Fiction,,312 D814L2,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406160330001401,22406160460001401,9952175529601401
"Abstract of the twelfth census of the United States, 1900.","Book By United States. Census Office. (Washington : Govt Print Off, 1904.)",33086000677450,,,F.W. Olin Library,,,08/08/2022 20:56:14 ,08/08/2022 20:56:14 ,,,,,,,,,,Non-Fiction,,317.3 U58c12a,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406160610001401,22406160650001401,9952175631101401
"An hypothesis of population growth, by Ezra Bowen ...","Book By Bowen, Ezra, (New York, London, Columbia University Press 1931.)",33086000676783,,,F.W. Olin Library,,,08/08/2022 20:56:13 ,08/08/2022 20:56:13 ,,,,,,,,,,Non-Fiction,,312 B786h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406161300001401,22406161390001401,9952175532401401
"Population problems in the United States and Canada; an outgrowth of papers presented at the eighty-sixth annual meeting of the American Statistical Association, December, 1924, edited by Louis I. Dublin ...","Book By Dublin, Louis I. (Boston, New York, Houghton Mifflin Company, 1926.)",33086000677047,,,F.W. Olin Library,,,08/08/2022 20:56:11 ,08/08/2022 20:56:11 ,,,,,,,,,,Non-Fiction,,312.7 D814p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406164030001401,22406164070001401,9952175752001401
Managing the sense of a region / Kevin Lynch.,"Book By Lynch, Kevin, (Cambridge : MIT Press, c1976.)",33086000676338,,,F.W. Olin Library,,,08/08/2022 20:56:24 ,08/08/2022 20:56:24 ,,,,,,,,,,Non-Fiction,,309.25 L987m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406166700001401,22406166870001401,9952175576001401
"The integration of American society; a study of groups and institutions, by Robert Cooley Angell.","Book By Angell, Robert Cooley, (New York and London, McGraw-Hill book company, inc, 1941.)",33086000668020,,,F.W. Olin Library,,,08/08/2022 20:56:24 ,08/08/2022 20:56:24 ,,,,,,,,,,Non-Fiction,,309.173 A583i,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406167170001401,22406167330001401,9952175541701401
The city in modern Africa; [papers] edited by Horace Miner.,"Book By Conference on Methods and Objectives of Urban Research in Africa (1965 : Airlie House) (New York, Praeger [1967])",33086000666859,,,F.W. Olin Library,,,08/08/2022 20:56:22 ,08/08/2022 20:56:22 ,,,,,,,,,,Non-Fiction,,309.16 C748c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406168490001401,22406168600001401,9952175742101401
Social background of Indian nationalism [by] A. R. Desai.,"Book By Desai, Akshayakumar Ramanlal. (Bombay, Popular Prakashan [1966])",33086000664243,,,F.W. Olin Library,,,08/08/2022 20:56:22 ,08/08/2022 20:56:22 ,,,,,,,,,,Non-Fiction,,309.154 D441so4,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406168680001401,22406168740001401,9952175360601401
Understanding an African kingdom: Bunyoro.,"Book By Beattie, John. (New York, Holt, Rinehart and Winston [1965])",33086000667261,,,F.W. Olin Library,,,08/08/2022 20:56:21 ,08/08/2022 20:56:21 ,,,,,,,,,,Non-Fiction,,309.1676 B369u,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406168990001401,22406169100001401,9952175362701401
Contemporary issues. Edited by Glen A. Newkirk.,"Book By Newkirk, Glen A. (Glenview, Ill., Scott, Foresman [1971])",33086000669218,,,F.W. Olin Library,,,08/08/2022 20:56:21 ,08/08/2022 20:56:21 ,,,,,,,,,,Non-Fiction,,309.173 N548c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406169390001401,22406169520001401,9952175505401401
"General theory: social, political, economic, and regional, with particular reference to decision-making analysis [by] Walter Isard, in association with Tony E. Smith [and others]","Book By Isard, Walter. (Cambridge, Mass., MIT Press [1969])",33086000676312,,,F.W. Olin Library,,,08/08/2022 20:56:20 ,08/08/2022 20:56:20 ,,,,,,,,,,Non-Fiction,,309.25 I76g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406169880001401,22406169970001401,9952175583201401
"The forgotten Americans; a survey of values, beliefs, and concerns of the majority, by Frank E. Armbruster. With contributions by Doris Yokelson.","Book By Armbruster, Frank E. (New Rochelle, N.Y., Arlington House [1972])",33086000668103,,,F.W. Olin Library,,,08/08/2022 20:56:19 ,08/08/2022 20:56:19 ,,,,,,,,,,Non-Fiction,,309.173 A727f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406171140001401,22406171680001401,9952175502501401
"The forgotten Americans; a survey of values, beliefs, and concerns of the majority, by Frank E. Armbruster. With contributions by Doris Yokelson.","Book By Armbruster, Frank E. (New Rochelle, N.Y., Arlington House [1972])",33086000668111,,,F.W. Olin Library,,,08/08/2022 20:56:19 ,08/08/2022 20:56:19 ,,,,,,,,,,Non-Fiction,,309.173 A727f,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406171560001401,22406171680001401,9952175502501401
Democracy and economic change in India.,"Book By Rosen, George, (Berkeley, University of California Press, 1966.)",33086000666164,,,F.W. Olin Library,,,08/08/2022 20:56:18 ,08/08/2022 20:56:18 ,,,,,,,,,,Non-Fiction,,309.154 R813d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406171850001401,22406171970001401,9952175585001401
Plainville fifteen years later.,"Book By Gallaher, Art, (New York, Columbia University Press, 1961.)",33086000668368,,,F.W. Olin Library,,,08/08/2022 20:56:18 ,08/08/2022 20:56:18 ,,,,,,,,,,Non-Fiction,,309.173 G162p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406172160001401,22406172280001401,9952175741701401
"Great times : an informal social history of the United States, 1914-1929 / by J. C. Furnas.","Book By Furnas, J. C. (New York : Putnam, [1974])",33086000668343,,,F.W. Olin Library,,,08/08/2022 20:56:17 ,08/08/2022 20:56:17 ,,,,,,,,,,Non-Fiction,,309.173 F987g,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406173320001401,22406173780001401,9952175742601401
"Renaissance, nationalism and social changes in modern India.","Book By Datta, Kalikinkar, (Calcutta, Bookland [1965])",33086000664227,,,F.W. Olin Library,,,08/08/2022 20:56:17 ,08/08/2022 20:56:17 ,,,,,,,,,,Non-Fiction,,309.154 D234r,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406173420001401,22406173510001401,9952175369201401
Mexican-Americans of south Texas.,"Book By Madsen, William. (New York, Holt, Rinehart and Winston [1964])",33086000675330,,,F.W. Olin Library,,,08/08/2022 20:56:17 ,08/08/2022 20:56:17 ,,,,,,,,,,Non-Fiction,,309.17644 M183m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406173430001401,22406173570001401,9952175461901401
Hindu society at cross roads.,"Book By Panikkar, K. M. (New York, Asia Pub House [1961])",33086000666156,,,F.W. Olin Library,,,08/08/2022 20:56:17 ,08/08/2022 20:56:17 ,,,,,,,,,,Non-Fiction,,309.154 P192h3,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406173960001401,22406174110001401,9952175590101401
The contemporary Middle East: tradition and innovation Edited with an introd. and notes by Benjamin Rivlin [and] Joseph S. Szyliowicz.,"Book By Rivlin, Benjamin. (New York, Random House [1965])",33086000666651,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,309.156 R625c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406175280001401,22406175390001401,9952175497101401
The thirties; a reconsideration in the light of the American political tradition. Edited by Morton J. Frisch and Martin Diamond.,"Book By Seminars on the American Political Tradition (1966 : Claremont Men's College) (De Kalb, Northern Illinois University Press [1968])",33086000668327,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,309.173 F917t,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406175350001401,22406175430001401,9952175745901401
"Honour, family, and patronage; a study of institutions and moral values in a Greek mountain community, by J.K. Campbell.","Book By Campbell, John Kennedy. (Oxford, Clarendon Press, 1964.)",33086000662718,,,F.W. Olin Library,,,08/08/2022 20:56:16 ,08/08/2022 20:56:16 ,,,,,,,,,,Non-Fiction,,309.1495 C188h,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406175510001401,22406175850001401,9952175462501401
Hindu society at cross roads.,"Book By Panikkar, K. M. (Bombay, Asia Pub House [1956])",33086000666131,,,F.W. Olin Library,,,08/08/2022 20:56:15 ,08/08/2022 20:56:15 ,,,,,,,,,,Non-Fiction,,309.154 P192h2,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406176020001401,22406146210001401,9952175597901401
Social change in a peripheral society : the creation of a Balkan colony / Daniel Chirot.,"Book By Chirot, Daniel. (New York : Academic Press, c1976.)",33086000662874,,,F.W. Olin Library,,,08/08/2022 20:56:27 ,08/08/2022 20:56:27 ,,,,,,,,,,Non-Fiction,,309.1498 C541s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406176210001401,22406176380001401,9952175534301401
Continuity and change in Latin America. Edited by John J. Johnson. Contributors: Richard N. Adams [and others],"Book By Johnson, John J., (Stanford, Calif., Stanford University Press, 1964.)",33086000675744,,,F.W. Olin Library,,,08/08/2022 20:56:27 ,08/08/2022 20:56:27 ,,,,,,,,,,Non-Fiction,,309.18 J67c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406176220001401,22406176330001401,9952175743801401
Poverty and progress; social mobility in a nineteenth century city.,"Book By Thernstrom, Stephan. (Cambridge, Harvard University Press, 1964.)",33086000670299,,,F.W. Olin Library,,,08/08/2022 20:56:26 ,08/08/2022 20:56:26 ,,,,,,,,,,Non-Fiction,,309.1744 T411p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406176730001401,22406176850001401,9952175368001401
"The making of an American community; a case study of democracy in a frontier county, by Merle Curti, with the assistance of Robert Daniel [and others]","Book By Curti, Merle Eugene, (Stanford, Calif., Stanford University Press, 1959.)",33086000675421,,,F.W. Olin Library,,,08/08/2022 20:56:25 ,08/08/2022 20:56:25 ,,,,,,,,,,Non-Fiction,,309.1775 C978m,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406177330001401,22406177420001401,9952175544601401
"Disease, religion and society in the Fiji islands by Dorothy M. Spencer.","Book By Spencer, Dorothy M. (Seattle, University of Washington [1966, c1941])",33086000675967,,,F.W. Olin Library,,,08/08/2022 20:56:25 ,08/08/2022 20:56:25 ,,,,,,,,,,Non-Fiction,,309.1961 S745d,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406177630001401,22406177780001401,9952175605301401
A Serbian village in historical perspective by Joel M. Halpern and Barbara Kerewsky Halpern.,"Book By Halpern, Joel Martin. (New York, Holt, Rinehart and Winston, Inc [1972])",33086000662841,,,F.W. Olin Library,,,08/08/2022 20:56:25 ,08/08/2022 20:56:25 ,,,,,,,,,,Non-Fiction,,309.14971 H195se,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406178290001401,22406178390001401,9952175540301401
Statistics of women at work.,"Book By United States. Bureau of the Census. (Govt print off, 1907.)",33086000678672,,,F.W. Olin Library,,,08/08/2022 20:56:24 ,08/08/2022 20:56:24 ,,,,,,,,,,Non-Fiction,,317.3 U58csta,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406178580001401,22406178700001401,9952175610801401
Konduru: structure and integration in a South Indian village [by] Paul G. Hiebert.,"Book By Hiebert, Paul G., (Minneapolis, University of Minnesota Press [1971])",33086000666438,,,F.W. Olin Library,,,08/08/2022 20:56:24 ,08/08/2022 20:56:24 ,,,,,,,,,,Non-Fiction,,309.1548 H633k,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406179060001401,22406179190001401,9952175580101401
"The structure, size and costs of urban settlements [by] P. A. Stone.","Book By Stone, P. A. (Cambridge [Eng.] University Press, 1973.)",33086000676452,,,F.W. Olin Library,,,08/08/2022 20:56:23 ,08/08/2022 20:56:23 ,,,,,,,,,,Non-Fiction,,309.262 S879s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406179270001401,22406179390001401,9952175652401401
"Diprotodon to detribalization: studies of change among Australian aborigines, edited by Arnold R. Pilling & Richard A. Waterman.","Book By Pilling, Arnold R. (East Lansing, Michigan State University Press, 1970.)",33086000675942,,,F.W. Olin Library,,,08/08/2022 20:56:23 ,08/08/2022 20:56:23 ,,,,,,,,,,Non-Fiction,,309.194 D596,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406179380001401,22406179500001401,9952175612301401
The coming explosion in Latin America.,"Book By Clark, Gerald, (New York, D McKay Co [1963])",33086000675728,,,F.W. Olin Library,,,08/08/2022 20:56:23 ,08/08/2022 20:56:23 ,,,,,,,,,,Non-Fiction,,309.18 C593c,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406179590001401,22406179700001401,9952175455101401
"Point Hope, an Eskimo village in transition.","Book By VanStone, James W. (Seattle, University of Washington Press, 1962.)",33086000675710,,,F.W. Olin Library,,,08/08/2022 20:56:23 ,08/08/2022 20:56:23 ,,,,,,,,,,Non-Fiction,,309.17987 V281p,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406180070001401,22406180190001401,9952175459801401
The segmented society ; an introduction to the meaning of America / Robert H. Wiebe.,"Book By Wiebe, Robert H. (New York : Oxford University Press, 1975.)",33086000669978,,,F.W. Olin Library,,,08/08/2022 20:56:21 ,08/08/2022 20:56:21 ,,,,,,,,,,Non-Fiction,,309.173 W642s,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406181270001401,22406181410001401,9952175580901401
"Plenty of people; the world's population pressures, problems and policies and how they concern us.","Book By Thompson, Warren Simpson, (New York, Ronald Press Co [1948])",33086000676866,,,F.W. Olin Library,,,08/08/2022 20:56:21 ,08/08/2022 20:56:21 ,,,,,,,,,,Non-Fiction,,312 T478p2,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406181900001401,22406182010001401,9952175506501401
"The Eskimo of North Alaska, by Norman A. Chance.","Book By Chance, Norman A. (New York, Holt, Rinehart and Winston [1966])",33086000675686,,,F.W. Olin Library,,,08/08/2022 20:56:21 ,08/08/2022 20:56:21 ,,,,,,,,,,Non-Fiction,,309.17987 C454e,Dewey Decimal classification,,,,,,Item in place,,,Circulating,,Book,1,,0,0,,23406182100001401,22406182150001401,9952175466401401
