33086003578655	9952172496501401
33086003784659	9952172423001401
33086003726312	9952162867701401
33086003791290	9952172219001401
33086004050969	9952173366901401
33086003785003	9952172070701401
33086004463014	9952177728301401
33086004463006	9952177728301401
33086004463022	9952177728301401
33086004463030	9952177728301401
33086004462982	9952177728301401
33086003676939	9952165224401401
33086003726643	9952165120901401
33086003895950	9952173038901401
33086003726403	9952162407801401
33086003726288	9952168081701401
33086003868551	9952169434401401
33086003795382	9952171962901401
33086003891868	9952173039201401
33086004353371	9952177170001401
33086004353389	9952177169901401
33086004353363	9952168124701401
33086003891934	9952172980901401
33086003676921	9952163902001401
33086003726197	9952161768501401
33086003726072	9952168081201401
33086003726015	9952162477901401
33086003725959	9952162478101401
33086003726627	9952162387501401
33086003726445	9952162388101401
33086003726502	9952162478501401
33086003577236	9952162446101401
33086003726569	9952162446101401
33086003731619	9952166795501401
33086004050910	9952173465901401
33086003726320	9952167428201401
33086003726635	9952162510001401
33086004191979	9952176415901401
33086003726577	9952161800301401
33086003726510	9952161801501401
33086003726452	9952161800901401
33086003726395	9952172354301401
33086003726338	9952172354701401
33086003726155	9952171076601401
33086003726098	9952171076601401
33086003726031	9952171076601401
33086004050431	9952173465901401
33086001850411	9952169386601401
33086001850239	9952169386601401
33086001850353	9952169386601401
33086001850296	9952169386601401
33086001849447	9952169386601401
33086001850171	9952169386601401
33086001850478	9952169386601401
33086001850536	9952169386601401
33086001850593	9952169386601401
33086001850650	9952169386601401
33086001850718	9952169386601401
33086001894716	9952169386601401
33086001894658	9952169386601401
33086004238333	9952176763201401
33086004252482	9952176763201401
33086004252490	9952176763201401
33086004313466	9952176763201401
33086004313458	9952176763201401
33086004313441	9952176763201401
33086004008397	9952171436401401
33086004008389	9952171436401401
33086004215281	9952175077801401
33086004215273	9952175077801401
33086004273918	9952175092001401
33086004278255	9952175092001401
33086004274023	9952175092001401
33086004276218	9952175092001401
33086004274130	9952175092001401
33086004274031	9952175092001401
33086004265260	9952175092001401
33086004276663	9952175092001401
33086004276655	9952175092001401
33086004275251	9952175092001401
33086004263281	9952175092001401
33086004172599	9952175092001401
33086004263299	9952175092001401
33086004252094	9952170798101401
33086004313912	9952170798101401
33086004215554	9952175216401401
33086004215331	9952175216401401
33086004215356	9952175216401401
33086004215364	9952175216401401
33086004215349	9952175216401401
33086004193108	9952175197701401
33086004193090	9952175197701401
33086004193157	9952175197701401
33086004193116	9952175197701401
33086004193132	9952175197701401
33086004193140	9952175197701401
33086003749884	9952175197701401
33086004193124	9952175197701401
33086003749827	9952175197701401
33086003868304	9952169372901401
33086004427639	9952167834101401
33086003991098	9952171142701401
33086003692795	9952169023401401
33086003726304	9952162965901401
33086003862679	9952169419201401
33086004427860	9952177479701401
33086003677341	9952167463501401
33086003784980	9952172287201401
33086003852688	9952169416801401
33086003692738	9952168967401401
33086003605318	9952168552201401
33086004297404	9952176965001401
33086004050902	9952173364601401
33086003868585	9952169744701401
33086003725637	9952171584701401
33086003727104	9952166988801401
33086003741436	9952181375401401
33086004194825	9952176607701401
33086003785177	9952172073901401
33086004271383	9952176940401401
33086003784022	9952172290101401
33086003622263	9952168717601401
33086003748746	9952171833601401
33086004335527	9952177213101401
33086003793148	9952172156701401
33086003793080	9952172156701401
33086003726536	9952168280001401
33086003679537	9952166576301401
33086003936390	9952170528401401
33086004755187	9952178725501401
33086003868361	9952169373101401
33086004259610	9952176837101401
33086003727237	9952165122901401
33086003726999	9952162111601401
33086004033114	9952173503801401
33086003726874	9952172259701401
33086004187670	9952176640301401
33086003727187	9952170968501401
33086003678984	9952170967401401
33086003674835	9952168891601401
33086003886850	9952173325101401
33086003795507	9952171575801401
33086003727856	9952170917801401
33086003784923	9952172077301401
33086003727799	9952174897901401
33086003725793	9952171567701401
33086004050738	9952173621501401
33086004260329	9952176837201401
33086003725405	9952171645001401
33086003725462	9952171645001401
33086004755203	9952170905901401
33086003994019	9952170905901401
33086000566406	9952175200101401
33086003251378	9952175200101401
33086003251311	9952175200101401
33086001673284	9952175200101401
33086001673300	9952175200101401
33086003695392	9952175199701401
