9952172354701401,The Trobriand Islanders of Papua New Guinea,b11061078,144599643,The Trobriand Islanders of Papua New Guinea
9952172423001401,Union maids,b11048323,30986569,Union maids
9952172496501401,Harlan County U.S.A.,b11063221,49330094,Harlan County U.S.A.
9952172980901401,Immigration who has access to the American dream? /,b11120034,37948890,Immigration : who has access to the American dream?
9952173038901401,Real Indian,b11109683,38131934,Real Indian
9952173039201401,Picking tribes,b11109658,26383069,Picking tribes
9952173325101401,Romare Bearden visual jazz /,b11145778,39537773,Romare Bearden : visual jazz
9952173364601401,Huicholes y plaguicidas Huichols and pesticides /,b11414960,42801282,Huicholes y plaguicidas = Huichols and pesticides
9952173366901401,The Panama deception,b11414893,42493743,The Panama deception
9952173465901401,Homes and hands community land trusts in action /,b11412938,966918461,Homes and hands : community land trusts in action
9952173503801401,"No fears no tears, 13 years later the long-term benefits of children's pain management /",b11411259,43444349,"No fears no tears, 13 years later : the long-term benefits of children's pain management"
9952173621501401,Latino artists pushing artistic boundaries /,b11417663,34585638,Latino artists : pushing artistic boundaries
9952174897901401,Betye and Alison Saar conjure women of the arts /,b11592916,1132903815,"Betye and Alison Saar, conjure women of the arts"
9952175077801401,West's California Judicial Council forms : including changes in forms through the ... meeting of the Judicial Council.,b11421903,17504544,West's California Judicial Council forms : including changes in forms through the ... meeting of the Judicial Council
9952175092001401,West's California legislative service.,b11423687,1552415,West's California legislative service
9952175197701401,West's annotated California codes.,b11422786,174125241,West's annotated California codes. Welfare and institutions code
9952175198101401,West's annotated California codes.,b11422762,174125240,West's annotated California codes. Water code
9952175198801401,West's annotated California codes.,b11422737,650674419,West's annotated California codes. Vehicle code
9952175199301401,West's annotated California codes.,b11422695,174125239,West's annotated California codes. Unemployment insurance code
9952175199401401,West's annotated California codes.,b11422683,174125238,West's annotated California codes. Streets and highways code
9952175199701401,West's annotated California codes.,b11422658,174125237,West's annotated California codes. Revenue and taxation code
9952175200101401,West's annotated California codes.,b11422610,650587226,West's annotated California codes. Public utilities code
9952175216401401,West's annotated California codes.,b11421939,174150854,West's annotated California codes. General index
9952176415901401,The feast,b11755143,793509045,The feast
9952176607701401,"Amazonia, vozes da floresta Amazonia, voices from the rain forest /",b11785743,27354140,"Amazonia, vozes da floresta = Amazonia, voices from the rain forest"
9952176640301401,They are lost to vision altogether,b11750546,44153784,They are lost to vision altogether
9952176763201401,West's California session laws : 2001-2002.,b11821760,49783455,West's California session laws : 2001-2002
9952176837101401,The power of ritual,b1180113x,42751540,The power of ritual
9952176837201401,Earthdance II,b11801116,50620877,Earthdance II
9952176940401401,American tongues a film about the way we talk /,b11837925,50744881,American tongues : a film about the way we talk
9952176965001401,Scottsboro an American tragedy /,b1185988x,46729756,Scottsboro : an American tragedy
9952177065701401,Race the power of an illusion.,b11890708,82196200,"Race : the power of an illusion. Episode 1, Difference between us"
9952177169901401,Race the power of an illusion.,b11896760,53293476,"Race : the power of an illusion. Episode 2, Story we tell"
9952177170001401,Race the power of an illusion.,b11896759,53293478,"Race : the power of an illusion. Episode 3, House we live in"
9952177213101401,The Edwardians and after,b11880831,28173912,The Edwardians and after
9952177479701401,Señorita extraviada Missing young woman /,b11947020,49215742,Señorita extraviada : missing young woman
9952177728301401,Millennium tribal wisdom and the modern world /,b1196408x,38107956,Millennium : tribal wisdom and the modern world
9952178725501401,Evelyn Fox Keller science and gender /,b12583534,70603693,Evelyn Fox Keller : science and gender
9952181375401401,Breasts a documentary /,b16059785,38209747,Breasts : a documentary
